clinic_name,category,rating_band,address,phone,specialty,google_place_name,google_rating,google_review_count,open_in_google_maps,latitude,longitude,match_status,review_priority,match_confidence,postal_code,google_postal_code,google_formatted_address,match_notes
HONG FAMILY CLINIC,GP,<4.0 / no rating,BLK 282 TAMPINES ST 22 #01-300 SINGAPORE 520282,67843300,,Hong Family Clinic,2.7,40,https://maps.google.com/?cid=11062655293721846491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3478090999999999,103.9520862,matched,low,1.0,520282,520282,"282 Tampines Street 22, #01-300, Singapore 520282",postal code matches; clinic name closely matches; address closely matches
HOUGANG CENTRAL MEDICAL CLINIC,GP,<4.0 / no rating,BLK 804 HOUGANG CENTRAL #01-124 SINGAPORE 530804,63820405,,Hougang Central Medical Clinic,2.8,9,https://maps.google.com/?cid=5468838115858366523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.370946,103.89468029999999,matched,low,1.0,530804,530804,"804 Hougang Central, #01-124, Singapore 530804",postal code matches; clinic name closely matches; address closely matches
LONDON (MH) CLINIC & SURGERY,GP,<4.0 / no rating,BLK 104 HOUGANG AVE 1 #01-1123 SINGAPORE 530104,62807262,,London (M H) Clinic,2.5,58,https://maps.google.com/?cid=1931488436958517823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.354793,103.890305,matched,low,0.829,530104,530104,"104 Hougang Ave 1, Singapore 530104",postal code matches; clinic name partially matches; address closely matches
MEDICARE ASSOCIATES PTE LTD,GP,<4.0 / no rating,BLK 482 TAMPINES AVE 9 ST 43 #01-236 SINGAPORE 520482,67880137,,Medicare Associates,1,1,https://maps.google.com/?cid=8504311078462892325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3620301000000001,103.9533886,matched,low,0.847,520482,520482,"482 Tampines Ave 9, Singapore 520482",postal code matches; clinic name closely matches; address closely matches
MEDILINE WEI MIN CLINIC (MARINE PARADE),GP,<4.0 / no rating,BLK 81 MARINE PARADE CENTRAL #01-634 SINGAPORE 440081,62479221,,Mediline Wei Min Clinic (Marine Parade),3.9,481,https://maps.google.com/?cid=10676859994628487739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3024339999999999,103.9072633,matched,low,1.0,440081,440081,"81 Marine Parade Central, #01-634, Singapore 440081",postal code matches; clinic name closely matches; address closely matches
MEDILINE WEI MIN CLINIC (SERANGOON),GP,<4.0 / no rating,14 KENSINGTON PARK ROAD SINGAPORE 557265,62886029,,Mediline Wei Min Clinic (Serangoon Garden),3.9,430,https://maps.google.com/?cid=10118585364765549668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3651453000000002,103.8660685,matched,low,0.985,557265,557265,"14 Kensington Park Rd, Singapore 557265",postal code matches; clinic name closely matches; address closely matches
BETHESDA MEDICAL @ TOH PAYOH,GP,<4.0 / no rating,BLK 500 TOA PAYOH LOR 6 #04-33 BIZ ONE HDB HUB SINGAPORE 310500,62535600,,Bethesda Medical (Toa Payoh),3.2,73,https://maps.google.com/?cid=6462153331275268684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.333005,103.847064,matched,low,0.905,310500,310500,"500 Lor 6 Toa Payoh, #04-33, Singapore 310500",postal code matches; clinic name closely matches; address partially matches
MUTUAL HEALTHCARE PTE LTD- PUNGGOL,GP,<4.0 / no rating,BLK 106A PUNGGOL FIELD #01-546 SINGAPORE 821106,63155036,,Mutual Healthcare,3.3,160,https://maps.google.com/?cid=7246953593116095858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.396763,103.908581,matched,low,0.786,821106,821106,"106A Punggol Fld, #01-546, Singapore 821106",postal code matches; clinic name partially matches; address closely matches
MUTUAL HEALTHCARE PTE LTD- SENGKANG,GP,<4.0 / no rating,BLK 319B ANCHORVALE DRIVE #01-92 SINGAPORE 542319,6489 3833,,Mutual Healthcare Medical Clinic,3.2,60,https://maps.google.com/?cid=8496006141072725117&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.39136,103.89020239999999,name_match_address_partial,medium,0.775,542319,542319,"319B Anchorvale Dr, #01-92, Singapore 542319",postal code matches; clinic name partially matches; address closely matches
NAM SENG CLINIC PTE LTD,GP,<4.0 / no rating,144 UPPER BUKIT TIMAH ROAD #01-22 BEAUTY WORLD CENTRE SINGAPORE 588177,64620082/ 64682824,,Nam Seng Clinic,3.7,60,https://maps.google.com/?cid=5908545149582711731&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3423741,103.77625929999999,matched,low,0.826,588177,588177,"144 Upper Bukit Timah Rd, #01-22, Singapore 588177",postal code matches; clinic name partially matches; address closely matches
NANYANG CENTRE CLINIC,GP,<4.0 / no rating,959 JURONG WEST STREET 92 #01-162 SINGAPORE 640959,67910962,,Nanyang Centre Clinic,2.2,31,https://maps.google.com/?cid=14319935481258564329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3416096,103.6910001,matched,low,1.0,640959,640959,"959 Jurong West Street 92, Singapore 640959",postal code matches; clinic name closely matches; address closely matches
PHOON CLINIC & SURGERY,GP,<4.0 / no rating,632 BEDOK RESERVOIR ROAD #01-828 SINGAPORE 470632,64452119,,Phoon Clinic & Surgery,1.5,61,https://maps.google.com/?cid=13888229429769098580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3322964,103.9147165,matched,low,1.0,470632,470632,"632 Bedok Reservoir Rd, Singapore 470632",postal code matches; clinic name closely matches; address closely matches
POINT MEDICAL GROUP (JURONG POINT),GP,<4.0 / no rating,1 JURONG WEST CENTRAL 2 #B1A-20A JURONG POINT SHOPPING CENTRE SINGAPORE 648886,67922370,,Point Medical Group (Jurong Point),2,133,https://maps.google.com/?cid=13522294103466185710&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3399257,103.7062886,matched,low,0.997,648886,648886,"1 Jurong West Central 2, B1A-20A, Singapore 648886",postal code matches; clinic name closely matches; address closely matches
POINT MEDICAL GROUP (ORCHARD) (CHECKUP ONLY),GP,<4.0 / no rating,290 ORCHARD ROAD #11-04/05/06 PARAGON MEDICAL SUITES SINGAPORE 238859,62352343,,Point Medical Group,3,94,https://maps.google.com/?cid=13804855807572325268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3044544,103.83607239999999,address_only,medium,0.711,238859,238859,"290 Orchard Rd, #11-06, Singapore 238859",postal code matches; clinic name differs; address partially matches
PRIMECARE MEDICAL CLINIC,GP,<4.0 / no rating,BLK 681 HOUGANG AVE 8 #01-823 SINGAPORE 530681,63863007,,Primecare Medical Clinic,3.6,21,https://maps.google.com/?cid=14428566893196407319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3726766,103.88550769999999,matched,low,1.0,530681,530681,"681 Hougang Ave 8, #01-823, Singapore 530681",postal code matches; clinic name closely matches; address closely matches
PUBLIC MEDICAL CLINIC & SURGERY,GP,<4.0 / no rating,BLK 664 YISHUN AVE 4 #01-275 SINGAPORE 760664,67556539,,Public Medical Clinic & Surgery,2.1,41,https://maps.google.com/?cid=10926781252435781855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.420297,103.841045,matched,low,1.0,760664,760664,"664 Yishun Ave 4, #01-275 Block 664, Singapore 760664",postal code matches; clinic name closely matches; address closely matches
RUBY MEDICAL CENTRE PTE LTD (TAMPINES),GP,<4.0 / no rating,BLK 505 TAMPINES CENTRAL 1 #01-339 SINGAPORE 520505,67837847,,Ruby Medical Centre Pte Ltd,2.3,40,https://maps.google.com/?cid=17253702810788678203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3554922999999999,103.94517119999999,matched,low,0.845,520505,520505,"505 Tampines Central 1, #01-339, Tampines Central, Shopping, Street, Singapore 520505",postal code matches; clinic name closely matches; address partially matches
SG CLINIC FAMILY PRACTICE,GP,<4.0 / no rating,84 SERANGOON GARDEN WAY SINGAPORE 555980,63821988,,S G Clinic Family Practice,2.6,65,https://maps.google.com/?cid=972162112533393704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3643140000000002,103.8649485,matched,low,0.985,555980,555980,"84 Serangoon Garden Wy, Singapore 555980",postal code matches; clinic name closely matches; address closely matches
SHINE FAMILY CLINIC,GP,<4.0 / no rating,BLK 463 JURONG WEST STREET 41 #01-560 SINGAPORE 640463,65637934,,Shine Family Clinic,3.1,48,https://maps.google.com/?cid=180438481182480236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3506386,103.7231023,matched,low,1.0,640463,640463,"463 Jurong West Street 41, Singapore 640463",postal code matches; clinic name closely matches; address closely matches
TAMPINES MEDILIFE CLINIC,GP,<4.0 / no rating,BLK 801 TAMPINES AVE 4 #01-263 SINGAPORE 520801,67825142,,Tampines Medilife Clinic,3.6,36,https://maps.google.com/?cid=17665020796821829077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.34703,103.937957,matched,low,1.0,520801,520801,"801 Tampines Ave 4, #01-263, Singapore 520801",postal code matches; clinic name closely matches; address closely matches
VIVA MEDICAL GROUP (WESTSIDE),GP,<4.0 / no rating,154 WEST COAST ROAD #01-81 WEST COAST PLAZA SINGAPORE 127371,67779069,,VIVA Medical Group (Westside),3.3,52,https://maps.google.com/?cid=18057126681741930621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3037744999999998,103.7656949,matched,low,1.0,127371,127371,"154 W Coast Rd, #01-81 West Coast Plaza, Singapore 127371",postal code matches; clinic name closely matches; address closely matches
TAN MEDICARE CLINIC PTE LTD,GP,<4.0 / no rating,BLK 629 ANG MO KIO AVE 4 #01-986 SINGAPORE 560629,64564230,,Tan Medicare Clinic Pte Ltd,3.2,40,https://maps.google.com/?cid=16061247093123963264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3805702,103.8406548,matched,low,1.0,560629,560629,"629 Ang Mo Kio Ave 4, #01-986, Singapore 560629",postal code matches; clinic name closely matches; address closely matches
TAN-TEOH CLINIC & SURGERY (ANG MO KIO),GP,<4.0 / no rating,BLK 302 ANG MO KIO ST 31 #01-1846 SINGAPORE 560302,64520818,,Tan-Teoh Clinic & Surgery,2.5,51,https://maps.google.com/?cid=7466941509494297067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3669639999999998,103.8458435,matched,low,0.856,560302,560302,"302 Ang Mo Kio Ave 3, #01-1846, Singapore 560302",postal code matches; clinic name partially matches; address closely matches
TAN-TEOH CLINIC & SURGERY (TOWNER ROAD),GP,<4.0 / no rating,BLK 101 TOWNER ROAD #01-216 SINGAPORE 322101,62992292,,Tan-Teoh Clinic & Surgery,1.9,191,https://maps.google.com/?cid=9787341689361717833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3193077,103.8609838,matched,low,0.829,322101,322101,"101 Towner Rd, #01-216 The Towner, Singapore 322101",postal code matches; clinic name partially matches; address closely matches
FAITH CLINIC (YISHUN),GP,<4.0 / no rating,598 YISHUN RING ROAD #01-11 WISTERIA MALL SINGAPORE 768698,63391129,,FAITH Clinic (Yishun),2.3,114,https://maps.google.com/?cid=8932478143780692614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.4180857999999998,103.84103119999999,matched,low,1.0,768698,768698,"598 Yishun Ring Rd, #01-11 Wisteria Mall, Singapore 768698",postal code matches; clinic name closely matches; address closely matches
HEALTHWAY MEDICAL (BUKIT BATOK),GP,<4.0 / no rating,BLK 446 BUKIT BATOK WEST AVENUE 8 #01-03 SINGAPORE 650446,62565980,,Healthway Medical (Bukit Batok West),3.4,97,https://maps.google.com/?cid=4551704765322432564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3501678,103.739082,matched,low,0.994,650446,650446,"Blk 446 Bukit Batok West Ave. 8, #01-03, Singapore 650446",postal code matches; clinic name closely matches; address closely matches
CENTRAL 24-HR CLINIC (MARSILING),GP,<4.0 / no rating,BLK 303 WOODLANDS STREET 31 #01-185 SINGAPORE 730303,63652908/ 63437731,,Central 24-Hr Clinic (Woodlands / Marsiling) - CHAS | GP Clinic | 24 小时 诊所,2.9,595,https://maps.google.com/?cid=7584088255600577378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.4309939999999999,103.77377,matched,low,0.793,730303,730303,"303 Woodlands Street 31, #01-185, Singapore 730303",postal code matches; clinic name partially matches; address closely matches
YAP FAMILY CLINIC,GP,<4.0 / no rating,BLK 132 MARSILING RISE #01-230 SINGAPORE 730132,63626012,,Yap Family Clinic,3.2,27,https://maps.google.com/?cid=6160401537578895171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.4380770999999999,103.7780799,matched,low,1.0,730132,730132,"132 Marsiling Rise, Singapore 730132",postal code matches; clinic name closely matches; address closely matches
CHIA & LEE MEDICAL & DENTAL CLINIC,GP,<4.0 / no rating,BLK 802 TAMPINES AVENUE 4 #01-15 SINGAPORE 520802,67812969,,Chia and Lee Medical and Dental Clinic,3,39,https://maps.google.com/?cid=17079588802008641289&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3460914,103.93800999999999,matched,low,0.909,520802,520802,"802 Tampines Ave 4, #01-15, Singapore 520802",postal code matches; clinic name closely matches; address closely matches
SHENTON MEDICAL GROUP (BUANGKOK MRT),GP,<4.0 / no rating,10 SENGKANG CENTRAL #01-04 BUANGKOK NEL MRT STATION SINGAPORE 545061,63153672,,"Parkway Shenton Medical Clinic, Buangkok MRT",3.2,166,https://maps.google.com/?cid=15266205298439638120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.383006,103.8934326,matched,low,0.847,545061,545061,"10 Sengkang Central, #01-04 Buangkok NEL MRT Station, Singapore 545061",postal code matches; clinic name partially matches; address closely matches
SHENTON MEDICAL GROUP (ALEXANDRA),GP,<4.0 / no rating,460 ALEXANDRA ROAD #02-15 PSA BUILDING (ALEXANDRA RETAIL CENTRE) SINGAPORE 119963,63761630,,"Parkway Shenton Medical Clinic, Alexandra Retail Centre",3.8,126,https://maps.google.com/?cid=10036729653704582849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.2739814,103.80142939999999,address_only,medium,0.683,119963,119963,"460 Alexandra Rd, #02-15, Singapore 119963",postal code matches; clinic name differs; address partially matches
PARKWAY SHENTON MEDICAL GROUP (PUNGGOL),GP,<4.0 / no rating,BLOCK 681 PUNGGOL DRIVE #01-01 SINGAPORE 820681,62448324,,"Parkway Shenton Medical Clinic, Punggol Oasis",3.8,378,https://maps.google.com/?cid=1875382632422842733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.4024173,103.91280150000001,matched,low,0.83,820681,820681,"Block 681 Punggol Dr., #01-01 Oasis Terraces, Singapore 820681",postal code matches; clinic name partially matches; address closely matches
SHENTON MEDICAL GROUP (HARBOURFRONT),GP,<4.0 / no rating,1 HARBOURFRONT PLACE #01-09 HABOURFRONT TOWER ONE SINGAPORE 098633,63775727,,"Parkway Shenton Medical Clinic, Harbourfront",3.7,206,https://maps.google.com/?cid=10330218771110024414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.2647933999999998,103.8192617,matched,low,0.84,098633,098633,"1 Harbourfront Pl, #01-09 HarbourFront Tower One, Singapore 098633",postal code matches; clinic name partially matches; address closely matches
SHENTON MEDICAL GROUP (CHANGI),GP,<4.0 / no rating,2 CHANGI BUSINESS PARK AVENUE 1 #01-03 UE BIZ HUB EAST SINGAPORE 486015,66362490,,"Parkway Shenton Medical Clinic, ESR BizPark @Changi",3.3,46,https://maps.google.com/?cid=16789214187994184552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.3357364999999999,103.96305849999999,address_only,medium,0.75,486015,486015,"2 Changi Business Park Ave 1, #01-03 ESR BizPark @ Changi, Singapore 486015",postal code matches; clinic name differs; address closely matches
SHENTON MEDICAL GROUP (WOODLANDS),GP,<4.0 / no rating,30 WOODLANDS AVENUE 2 #01-47/48/49 WOODLANDS MRT STATION SINGAPORE 738343,63639415,,"Parkway Shenton Medical Clinic, Woodlands MRT",3.8,237,https://maps.google.com/?cid=8688520223700468199&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1.4371213999999999,103.7870707,name_match_address_partial,medium,0.762,738343,738343,"30 Woodlands Ave 2, #01-47/48/49, Singapore 738343",postal code matches; clinic name partially matches; address closely matches
